aic,description,spend_eur,resolved,confidence,method,unresolved_category,units,content_per_unit_mg,total_content_mg,source_note
028845016,MIVACRON*EV 5F 5ML 2MG/ML,67.48,True,Validated,parsed:vol_conc,,5,10.0,50.0,5F 5ML 2MG/ML
040144038,ZHEKORT*SPRAY 60D 1FL 10G,67.29,True,Validated,parsed:direct_strength,,1,10000.0,10000.0,1FL 10G
039987033,OLANZAPINA DOC*28CPR ORO 10MG,67.22,True,Validated,parsed:direct_strength,,28,10.0,280.0,28CPR ORO 10MG
025288059,PERMIXON*16CPS MOLLI 320MG,67.21,True,Authoritative,aifa_ingredient_authoritative,,,,320.0,REPENTINA 320milligrammi
025275013,DILADEL*50CPR DIV 60MG RM,67.2,True,Validated,parsed:direct_strength,,50,60.0,3000.0,50CPR DIV 60MG
036292050,AZATIOPRINA HEX*50CPR RIV 50MG,67.12,True,Validated,parsed:direct_strength,,50,50.0,2500.0,50CPR RIV 50MG
033006026,TOTALIP*30CPR RIV 10MG,66.58,True,Validated,parsed:direct_strength,,30,10.0,300.0,30CPR RIV 10MG
035575051,"PROTOPIC*UNG 0,03% 10G",66.58,True,Validated,parsed:pct_weight,,1,3.0,3.0,"0,03% 10G"
035728031,"OFTAQUIX*COLL 20FL0,3ML 5MG/ML",66.54,True,Validated,parsed:vol_conc,,20,1.5,30.0,"20FL0,3ML 5MG/ML"
037040058,METFORMINA EG*60CPR RIV 1000MG,66.4,True,Validated,parsed:direct_strength,,60,1000.0,60000.0,60CPR RIV 1000MG
016861015,IGROTON*30CPR 25MG,66.34,True,Authoritative,aifa_ingredient_authoritative,,,,25.0,CLORTALIDONE 25milligrammi
048352037,TEICOPLANINA BRA*IV IM OS200MG,65.76,True,Candidate,parsed:single_value_assumed_unit,,1,200.0,200.0,200MG
029136013,CLIPPER*SOSP 10MONOD 3MG/60ML,65.75,False,Unresolved,unresolved,other,,,,
042787150,CIQORIN*50CPS MOLLI 50MG,65.69,True,Validated,parsed:direct_strength,,50,50.0,2500.0,50CPS MOLLI 50MG
041467034,PARACETAMOLO EG*20CPR 500MG,65.46,True,Validated,parsed:direct_strength,,20,500.0,10000.0,20CPR 500MG
038381632,"RETACRIT*6SIR 5.000UI 0,5ML",65.34,False,Unresolved,unresolved,other,,,,
049599071,EBYNDO*20CPR RIV 75+650MG,65.33,True,Candidate,parsed:single_value_assumed_unit,,1,650.0,650.0,650MG
027020039,TILEXIM*6CPR RIV 500MG,65.32,True,Validated,parsed:direct_strength,,6,500.0,3000.0,6CPR RIV 500MG
023404092,DIAMICRON*60CPR 30MG RM,64.73,True,Validated,parsed:direct_strength,,60,30.0,1800.0,60CPR 30MG
040682027,QUETIAPINA DOC*30CPR RIV 25MG,64.67,True,Validated,parsed:direct_strength,,30,25.0,750.0,30CPR RIV 25MG
025278019,TILDIEM*50CPR 60MG RM,64.48,True,Validated,parsed:direct_strength,,50,60.0,3000.0,50CPR 60MG
034433122,FAMOTIDINA EG*20CPR RIV 40MG,64.38,True,Validated,parsed:direct_strength,,20,40.0,800.0,20CPR RIV 40MG
037681069,ZOLPIDEM RATIO*30CPR RIV 10MG,64.33,True,Validated,parsed:direct_strength,,30,10.0,300.0,30CPR RIV 10MG
043042047,"PRAMIPEXOLO SA*10CPR 0,52MG RP",64.28,True,Validated,parsed:direct_strength,,10,0.52,5.2,"10CPR 0,52MG"
038415016,FINASTERIDE DOC*15CPR RIV 5MG,64.11,True,Validated,parsed:direct_strength,,15,5.0,75.0,15CPR RIV 5MG
031044011,"ARGENTO PROTEINATO*0,5% 10ML",63.93,False,Unresolved,unresolved,other,,,,
030819041,"SODIO BICARB*1,4% 250ML",63.8,False,Unresolved,unresolved,other,,,,
039733011,FROBEN TOSSE GRASSA*SCIR 250ML,63.74,False,Unresolved,unresolved,other,,,,
025308038,IBUSTRIN*30CPR 200MG,63.39,True,Validated,parsed:direct_strength,,30,200.0,6000.0,30CPR 200MG
023145042,SINEMET*50CPR 100MG+25MG RM,63.36,True,Validated,parsed:direct_strength,,50,100.0,5000.0,50CPR 100MG
027267044,DIFLUCAN*10CPS 100MG,63.22,True,Authoritative,aifa_ingredient_authoritative,,,,100.0,FLUCONAZOLO 100milligrammi
027056011,"VASORETIC*14CPR 20MG+12,5MG",63.04,True,Authoritative,aifa_ingredient_authoritative,,,,20.0,ENALAPRIL MALEATO 20milligrammi
033551021,ACICLOVIR DOC*25CPR 400MG,62.8,True,Validated,parsed:direct_strength,,25,400.0,10000.0,25CPR 400MG
026664084,CIPROXIN*OS SOSP100ML250MG/5ML,62.73,False,Unresolved,unresolved,other,,,,
040014019,"OCTREOTIDE LIM*10F 0,05MG/ML",62.7,False,Unresolved,unresolved,other,,,,
040532020,LAZAPIR*28CPR OROD 10MG,62.45,True,Validated,parsed:direct_strength,,28,10.0,280.0,28CPR OROD 10MG
030554024,NIAOULI ESSENZA 2%*GTT NAS 20G,62.39,True,Validated,parsed:pct_weight,,1,400.0,400.0,2%*GTT NAS 20G
028159073,"ADVANTAN*CREMA 50G 0,1%",62.37,True,Candidate,parsed:single_value_assumed_unit,,1,50000.0,50000.0,50G
049614264,VERQUVO*10CPR RIV 10MG,62.27,True,Validated,parsed:direct_strength,,10,10.0,100.0,10CPR RIV 10MG
034497026,RELENZA*POLVxINAL 5ROTADISK 4D,62.0,False,Unresolved,unresolved,other,,,,
040629040,SLOWMET*60CPR 750MG RP,61.91,True,Validated,parsed:direct_strength,,60,750.0,45000.0,60CPR 750MG
035586027,"BUDESONIDE TE*NEB 2ML 0,5MG/ML",61.82,False,Unresolved,unresolved,other,,,,
023766037,ALGOFEN*24CPR RIV 200MG,61.59,True,Authoritative,aifa_ingredient_authoritative,,,,200.0,IBUPROFENE 200milligrammi
035810011,DOMPERIDONE MY*30CPR 10MG,61.4,True,Validated,parsed:direct_strength,,30,10.0,300.0,30CPR 10MG
037108242,"PLAUNAZIDE*28CPR RIV 40+12,5MG",61.25,True,Candidate,parsed:single_value_assumed_unit,,1,12.5,12.5,"12,5MG"
004905156,"PLACENTEX*5F 2,25MG 3ML",61.16,True,Validated,parsed:direct_strength,,5,2.25,11.25,"5F 2,25MG"
023834068,FLUIFORT*SCIR 200ML 90MG/ML+MI,61.12,False,Unresolved,unresolved,multi_active_combo,,,,
027232014,VERTISERC*50CPR 8MG,61.09,True,Authoritative,aifa_ingredient_authoritative,,,,8.0,BETAISTINA DICLORIDRATO 8milligrammi
038764078,PERINDOPRIL SAND*30CPR 4MG,60.8,True,Validated,parsed:direct_strength,,30,4.0,120.0,30CPR 4MG
044092120,EPLERENONE DOC*30CPR RIV 50MG,60.74,True,Validated,parsed:direct_strength,,30,50.0,1500.0,30CPR RIV 50MG
045960073,SAFUMIX*INAL 50MCG+500MCG 60D,60.56,True,Candidate,parsed:single_value_assumed_unit,,1,0.05,0.05,50MCG
036635062,"DIBASE*OS SOL FL 2,5ML 50000UI",60.55,False,Unresolved,unresolved,other,,,,
043003211,AMISULPRIDE MY*30CPR 400MG,60.37,True,Validated,parsed:direct_strength,,30,400.0,12000.0,30CPR 400MG
036823021,"BIFRIZIDE*28CPR RIV 30+12,5MG",60.37,True,Candidate,parsed:single_value_assumed_unit,,1,12.5,12.5,"12,5MG"
041024023,QUETIAPINA MY*30CPR RIV 25MG,59.94,True,Validated,parsed:direct_strength,,30,25.0,750.0,30CPR RIV 25MG
036743019,NIFEREX*50CPS 100MG,59.8,True,Validated,parsed:direct_strength,,50,100.0,5000.0,50CPS 100MG
034090035,"MIRAPEXIN*30CPR 0,18MG",59.76,True,Validated,parsed:direct_strength,,30,0.18,5.4,"30CPR 0,18MG"
021257062,ETAPIAM*FLEB 10F 500MG 3ML,59.69,True,Validated,parsed:direct_strength,,10,500.0,5000.0,10F 500MG
042038012,ESCITALOPRAM MY*GTT OS15ML20MG,59.6,True,Candidate,parsed:single_value_assumed_unit,,1,20.0,20.0,20MG
038751020,IRINOTECAN FRE*1FL 5ML 20MG/ML,59.4,True,Validated,parsed:vol_conc,,1,100.0,100.0,1FL 5ML 20MG/ML
042028050,OKITASK*OS GRAT 30BUST 40MG,59.4,True,Validated,parsed:direct_strength,,30,40.0,1200.0,30BUST 40MG
048314429,BISOPROLOLO ZENT*28CPR 5MG,59.37,True,Validated,parsed:direct_strength,,28,5.0,140.0,28CPR 5MG
038983021,SEVIKAR*28CPR RIV 20MG+5MG,59.32,True,Validated,parsed:direct_strength,,28,20.0,560.0,28CPR RIV 20MG
030769145,GLUCOSIO FKI*20% 1FL 500ML,59.29,False,Unresolved,unresolved,other,,,,
049108020,ALGIDRIN*OS 120ML 20MG/ML+SIR,59.18,False,Unresolved,unresolved,multi_active_combo,,,,
029006018,MISTRAL*IM 10F 100MG 2ML,59.17,True,Validated,parsed:direct_strength,,10,100.0,1000.0,10F 100MG
035144029,VASEXTEN*28CPS 10MG RM,58.93,True,Validated,parsed:direct_strength,,28,10.0,280.0,28CPS 10MG
027890110,SEREVENT*INAL 25MCG 120EROG,58.81,True,Authoritative,aifa_ingredient_authoritative,,,,4.36,SALMETEROLO XINAFOATO 4.36milligrammi
043227026,SIRDALUD*20CPR 2MG,58.74,True,Validated,parsed:direct_strength,,20,2.0,40.0,20CPR 2MG
022702017,ALDACTAZIDE*20CPR 25MG+25MG,58.52,True,Authoritative,aifa_ingredient_authoritative,,,,25.0,IDROCLOROTIAZIDE 25milligrammi
034090201,"MIRAPEXIN*30CPR 1,05MG RP",58.45,True,Validated,parsed:direct_strength,,30,1.05,31.5,"30CPR 1,05MG"
034930141,KESTINE*OS 30DOSI LIOF 10MG,58.14,True,Candidate,parsed:single_value_assumed_unit,,1,10.0,10.0,10MG
038927101,ZOLPIDEM DOC G*30CPR RIV 10MG,58.08,True,Validated,parsed:direct_strength,,30,10.0,300.0,30CPR RIV 10MG
025860053,"TOBRAL*GTT AURIC 0,3% 5ML",57.75,True,Authoritative,aifa_ingredient_authoritative,,,,300.0,TOBRAMICINA 0.3grammi
043749783,PREGABALIN TEVA*56CPS 150MG,57.66,True,Validated,parsed:direct_strength,,56,150.0,8400.0,56CPS 150MG
029864016,MANNITOLO SORBITOLO*SAC 3000ML,57.39,False,Unresolved,unresolved,other,,,,
040469025,ONDANSETRONE ACC*10F 2ML2MG/ML,56.65,True,Validated,parsed:vol_conc,,10,4.0,40.0,10F 2ML2MG/ML
045489109,TRIMBOW*POLxINAL120D 88+5+9MCG,56.27,True,Candidate,parsed:single_value_assumed_unit,,1,0.009,0.009,9MCG
037707445,TOPIRAMATO SAN*60CPR 25MG FL,56.22,True,Validated,parsed:direct_strength,,60,25.0,1500.0,60CPR 25MG
029224045,IPERTEN*28CPR 20MG,55.7,True,Authoritative,aifa_ingredient_authoritative,,,,20.0,MANIDIPINA CLORIDRATO 20milligrammi
037755271,TOPIRAMATO MY*60CPR RIV 100MG,55.7,True,Validated,parsed:direct_strength,,60,100.0,6000.0,60CPR RIV 100MG
028717039,CARDIRENE*OS POLV 30BUST 100MG,55.43,True,Validated,parsed:direct_strength,,30,100.0,3000.0,30BUST 100MG
036690218,VYTORIN*30CPR 10MG+20MG,55.22,True,Validated,parsed:direct_strength,,30,10.0,300.0,30CPR 10MG
006455051,NICOZID*IM IV 5F 5ML 500MG,55.06,True,Authoritative,aifa_ingredient_authoritative,,,,500.0,ISONIAZIDE 500milligrammi
048339016,TIOKLIRA*INAL 30CPS 18MCG,55.05,True,Validated,parsed:direct_strength,,30,0.018,0.54,30CPS 18MCG
043042148,"PRAMIPEXOLO SA*30CPR 2,1MG RP",55.0,True,Validated,parsed:direct_strength,,30,2.1,63.0,"30CPR 2,1MG"
010318032,"CORTIDRO*CREMA 20G 0,5%",54.94,True,Candidate,parsed:single_value_assumed_unit,,1,20000.0,20000.0,20G
022240129,MINOCIN*16CPS 50MG,54.83,True,Authoritative,aifa_ingredient_authoritative,,,,50.0,MINOCICLINA DICLORIDRATO 50milligrammi
036345015,FOLIDEX*28CPR 400MCG,54.82,True,Validated,parsed:direct_strength,,28,0.4,11.2,28CPR 400MCG
021894035,RITMODAN*40CPS 100MG,54.73,True,Authoritative,aifa_ingredient_authoritative,,,,100.0,DISOPIRAMIDE 100milligrammi
012048043,SALAZOPYRIN EN*100CPR 500MG FL,54.45,True,Validated,parsed:direct_strength,,100,500.0,50000.0,100CPR 500MG
008519011,JALURAN*IPOD.3F+3F 300UI,54.45,False,Unresolved,unresolved,other,,,,
040721019,DONEPEZIL DOC*28CPR RIV 5MG,54.37,True,Validated,parsed:direct_strength,,28,5.0,140.0,28CPR RIV 5MG
042416014,FASTJEKT*1PEN PRER 150MCG,54.26,True,Validated,parsed:direct_strength,,1,0.15,0.15,1PEN PRER 150MCG
040172025,PAROXETINA AUR*28CPR RIV 20MG,54.18,True,Validated,parsed:direct_strength,,28,20.0,560.0,28CPR RIV 20MG
049727086,LENALIDOMIDE AU*21CPS 5MG,54.18,True,Validated,parsed:direct_strength,,21,5.0,105.0,21CPS 5MG
035698240,"BALANCE*4,25% 5000ML 2SACCHE",54.08,False,Unresolved,unresolved,other,,,,
019888142,METHOTREXATE*INIET 4SIR 20MG,53.68,True,Validated,parsed:direct_strength,,4,20.0,80.0,4SIR 20MG
034294102,CLODY*IM 3F 200MG+40MG LIDOC,53.57,True,Validated,parsed:direct_strength,,3,200.0,600.0,3F 200MG
045241039,"NEODIDRO*5CPS MOLLI 0,266MG",53.49,True,Validated,parsed:direct_strength,,5,0.266,1.33,"5CPS MOLLI 0,266MG"
019822030,ALDACTONE*10CPR RIV 100MG,53.48,True,Validated,parsed:direct_strength,,10,100.0,1000.0,10CPR RIV 100MG
049014083,OXYPRONAL*28CPR 40MG+20MG RP,53.44,True,Validated,parsed:direct_strength,,28,40.0,1120.0,28CPR 40MG
041290127,REPAGLINIDE ZENT*90CPR 2MG,53.4,True,Validated,parsed:direct_strength,,90,2.0,180.0,90CPR 2MG
027750037,"FLOLAN*EV FL 1,5MG+2FL 50ML",53.35,True,Candidate,parsed:single_value_assumed_unit,,1,1.5,1.5,"1,5MG"
038554022,KETOROLAC MY*GTT OS20MG/ML10ML,53.2,False,Unresolved,unresolved,other,,,,
034114076,"COTAREG*28CPR RIV 160MG+12,5MG",52.74,True,Validated,parsed:direct_strength,,28,160.0,4480.0,28CPR RIV 160MG
039145192,DONEPEZIL SAND*28CPR RIV 10MG,52.7,True,Validated,parsed:direct_strength,,28,10.0,280.0,28CPR RIV 10MG
041273018,"YELLOX*COLL FL 5ML 0,9MG/ML",52.55,True,Candidate,parsed:implied_unit_vol_conc,,1,4.5,4.5,"FL 5ML 0,9MG/ML"
033656442,ENANTYUM*20CPR RIV 25MG,52.5,True,Validated,parsed:direct_strength,,20,25.0,500.0,20CPR RIV 25MG
045648045,LACOSAMIDE SAN*56CPR RIV 50MG,52.31,True,Validated,parsed:direct_strength,,56,50.0,2800.0,56CPR RIV 50MG
034463113,ALIFLUS*INAL 25MCG+125MCG 120D,52.26,True,Candidate,parsed:single_value_assumed_unit,,1,0.025,0.025,25MCG
038946137,GIANT*28CPR RIV 40MG+10MG,52.2,True,Validated,parsed:direct_strength,,28,40.0,1120.0,28CPR RIV 40MG
033878024,CARBAMAZEPINA EG*30CPR 400MG,52.07,True,Validated,parsed:direct_strength,,30,400.0,12000.0,30CPR 400MG
041360025,LISATHYONE*10FL 600MG+10F 3ML,51.92,True,Validated,parsed:direct_strength,,10,600.0,6000.0,10FL 600MG
023603018,PEVARYL*CREMA 30G 1%,51.92,True,Candidate,parsed:single_value_assumed_unit,,1,30000.0,30000.0,30G
015148024,FARLUTAL*12CPR 10MG,51.91,True,Validated,parsed:direct_strength,,12,10.0,120.0,12CPR 10MG
020609044,ISOPTIN*30CPR 120MG RP,51.86,True,Authoritative,aifa_ingredient_authoritative,,,,120.0,VERAPAMIL CLORIDRATO 120milligrammi
010681029,ETILTOX*30CPR 200MG,51.66,True,Validated,parsed:direct_strength,,30,200.0,6000.0,30CPR 200MG
051605018,VYLOY*EV 1FL 100MG 20MG/ML,51.65,True,Validated,parsed:direct_strength,,1,100.0,100.0,1FL 100MG
030649255,ACQUA PI SALF*5F 10ML,51.62,False,Unresolved,unresolved,other,,,,
037140047,GANFORT*COLL30FL 300MCG+5MG/ML,51.47,True,Validated,parsed:direct_strength,,30,0.3,9.0,30FL 300MCG
033225020,LERCADIP*28CPR RIV 10MG,51.38,True,Validated,parsed:direct_strength,,28,10.0,280.0,28CPR RIV 10MG
025316011,METADOXIL*30CPR 500MG,51.24,True,Authoritative,aifa_ingredient_authoritative,,,,500.0,METADOXINA 500milligrammi
041885029,DONEPEZIL AURO*28CPR RIV 5MG,51.12,True,Validated,parsed:direct_strength,,28,5.0,140.0,28CPR RIV 5MG
041962034,ASPIRINA DOLORE INF*20CPR500MG,50.98,True,Validated,parsed:direct_strength,,20,500.0,10000.0,20CPR500MG
043277223,ROSUVASTATINA ZEN*28CPR 40MG,50.64,True,Validated,parsed:direct_strength,,28,40.0,1120.0,28CPR 40MG
042461032,PARACETAMOLO DOC*30CPR 500MG,50.51,True,Validated,parsed:direct_strength,,30,500.0,15000.0,30CPR 500MG
046491015,TOLERAK*CREMA 20G 40MG/G,50.35,True,Candidate,parsed:single_value_assumed_unit,,1,20000.0,20000.0,20G
028614081,ACICLIN*35CPR 800MG,50.05,True,Authoritative,aifa_ingredient_authoritative,,,,800.0,ACICLOVIR 800milligrammi
027152038,UNIXIME*5CPR RIV 400MG,50.04,True,Validated,parsed:direct_strength,,5,400.0,2000.0,5CPR RIV 400MG
016541031,ALFAFLOR*COLLIRIO FL+FL 3ML,50.01,False,Unresolved,unresolved,other,,,,
020605022,COLBIOCIN*UNG OFT 5G,49.63,True,Candidate,parsed:single_value_assumed_unit,,1,5000.0,5000.0,5G
036564045,VESIKER*30CPR RIV 5MG,49.62,True,Validated,parsed:direct_strength,,30,5.0,150.0,30CPR RIV 5MG
041290077,REPAGLINIDE ZENT*90CPR 1MG,49.45,True,Validated,parsed:direct_strength,,90,1.0,90.0,90CPR 1MG
048940023,SITAGLIPTIN MY*28CPR 25MG,49.41,True,Validated,parsed:direct_strength,,28,25.0,700.0,28CPR 25MG
033816012,"SICCAFLUID*GEL OFT 10G 2,5MG/G",49.4,True,Candidate,parsed:single_value_assumed_unit,,1,10000.0,10000.0,10G
037852011,METAMIZOLO SODICO ABC*GTT 20ML,49.28,False,Unresolved,unresolved,other,,,,
039962168,CEFPODOXIMA SAN*OS POLV 100ML,49.17,False,Unresolved,unresolved,other,,,,
034292110,NIKLOD*IM 5F 200+40MG 4ML LIDO,49.13,True,Candidate,parsed:single_value_assumed_unit,,1,40.0,40.0,40MG
035935030,PROTAPHANE*SC 1FL 10ML100UI/ML,49.06,False,Unresolved,unresolved,other,,,,
028667107,FLIXOTIDE*INAL 250MCG 120DOSI,49.02,True,Candidate,parsed:single_value_assumed_unit,,1,0.25,0.25,250MCG
041907015,"TIDOCOMB*COLL 30FL 2%+0,5%",48.84,False,Unresolved,unresolved,other,,,,
025166024,KADIUR*20CPR RIV 50MG+5MG,48.82,True,Validated,parsed:direct_strength,,20,50.0,1000.0,20CPR RIV 50MG
022323190,TRITTICO*30CPR 300MG RP CONTR,48.73,True,Validated,parsed:direct_strength,,30,300.0,9000.0,30CPR 300MG
030486029,EOSINA PHARMA TRENTA*1% 100G,48.48,True,Validated,parsed:pct_weight,,1,1000.0,1000.0,1% 100G
032023083,TOPAMAX*60CPS 15MG FL,48.38,True,Validated,parsed:direct_strength,,60,15.0,900.0,60CPS 15MG
039674092,REPAGLINIDE EG*90CPR 1MG,48.23,True,Validated,parsed:direct_strength,,90,1.0,90.0,90CPR 1MG
033299013,MALARONE*12CPR RIV 250MG+100MG,47.99,True,Validated,parsed:direct_strength,,12,250.0,3000.0,12CPR RIV 250MG
021736020,"GENTALYN BETA*CR 30G 0,1%+0,1%",47.95,True,Candidate,parsed:single_value_assumed_unit,,1,30000.0,30000.0,30G
044345015,"BIMADOC*1FL COLL 3ML 0,1MG/ML",47.73,True,Validated,parsed:vol_conc,,1,0.3,0.3,"1FL COLL 3ML 0,1MG/ML"
018805022,"ETACORTILEN*COLL 20D 0,3ML",47.71,False,Unresolved,unresolved,other,,,,
048959086,LACOSAMIDE ZEN*56CPR RIV 150MG,47.69,True,Validated,parsed:direct_strength,,56,150.0,8400.0,56CPR RIV 150MG
034090237,"MIRAPEXIN*30CPR 2,1MG RP",47.64,True,Validated,parsed:direct_strength,,30,2.1,63.0,"30CPR 2,1MG"
038483071,REAPTAN*30CPR 5MG+5MG FL,47.6,True,Validated,parsed:direct_strength,,30,5.0,150.0,30CPR 5MG
051277085,"PERINDOPRIL IN AM TE*10+2,5+5",47.52,False,Unresolved,unresolved,other,,,,
036626012,METFORMINA TEVA*60CPR 1000MG,47.43,True,Validated,parsed:direct_strength,,60,1000.0,60000.0,60CPR 1000MG
035409010,"TRAVATAN*COLL 1FL2,5ML40MCG/ML",47.41,True,Validated,parsed:vol_conc,,1,0.1,0.1,"1FL2,5ML40MCG/ML"
045412044,FEBUXOSTAT DOC*28CPR RIV 120MG,47.29,True,Validated,parsed:direct_strength,,28,120.0,3360.0,28CPR RIV 120MG
027753096,ZOLOFT*OS SOL FL 20MG/ML 60ML,47.19,False,Unresolved,unresolved,other,,,,
037126137,AMISULPRIDE EG*12CPR 50MG,47.18,True,Validated,parsed:direct_strength,,12,50.0,600.0,12CPR 50MG
042117010,CEFIXIMA DOC*5CPR RIV 400MG,47.12,True,Validated,parsed:direct_strength,,5,400.0,2000.0,5CPR RIV 400MG
039233034,LERCANIDIPINA DOC*28CPR 10MG,47.09,True,Validated,parsed:direct_strength,,28,10.0,280.0,28CPR 10MG
030680019,PAPAVERINA CLORIDR*5F 30MG 2ML,47.02,True,Validated,parsed:direct_strength,,5,30.0,150.0,5F 30MG
035953025,"LAXIPEG*OS POLV 20BUST 9,7G",46.44,True,Validated,parsed:direct_strength,,20,9700.0,194000.0,"20BUST 9,7G"
043577016,CILOSTAZOLO MY*28CPR 100MG,46.2,True,Validated,parsed:direct_strength,,28,100.0,2800.0,28CPR 100MG
040387019,"BRESTORAL*30CPR RIV 2,5MG",45.99,True,Validated,parsed:direct_strength,,30,2.5,75.0,"30CPR RIV 2,5MG"
040645069,"LETROZOLO MY*30CPR RIV 2,5MG",45.84,True,Validated,parsed:direct_strength,,30,2.5,75.0,"30CPR RIV 2,5MG"
049282142,LENALIDOMIDE MY*21CPS 20MG,45.75,True,Validated,parsed:direct_strength,,21,20.0,420.0,21CPS 20MG
034454013,LIDOCAINA OGNA*OS SPR 50G+15%,45.62,True,Candidate,parsed:single_value_assumed_unit,,1,50000.0,50000.0,50G
030942647,"SODIO CLORURO*0,9% 50SAC 100ML",45.6,False,Unresolved,unresolved,other,,,,
033178359,TAREG*28CPR RIV 320MG,45.31,True,Validated,parsed:direct_strength,,28,320.0,8960.0,28CPR RIV 320MG
016531016,HUMATIN*16CPS 250MG,45.1,True,Authoritative,aifa_ingredient_authoritative,,,,250.0,PAROMOMICINA SOLFATO 250milligrammi
010834012,ATARAX*SCIR FL 150ML 20MG/10ML,44.97,False,Unresolved,unresolved,other,,,,
022393058,ADRIBLASTINA*EV 1F 10MG/5ML,44.88,False,Unresolved,unresolved,other,,,,
026695015,STILNOX*30CPR RIV 10MG,44.78,True,Validated,parsed:direct_strength,,30,10.0,300.0,30CPR RIV 10MG
027267020,DIFLUCAN*2CPS 150MG,44.73,True,Validated,parsed:direct_strength,,2,150.0,300.0,2CPS 150MG
044673034,SILDENAFIL TE*90CPR RIV 20MG,44.66,True,Validated,parsed:direct_strength,,90,20.0,1800.0,90CPR RIV 20MG
043236140,OLMESARTAN TEVA*28CPR RIV40MG,44.18,True,Validated,parsed:direct_strength,,28,40.0,1120.0,28CPR RIV40MG
031103017,ZOLFO E POTASSIO CARBONATO*UNG,44.15,False,Unresolved,unresolved,other,,,,
023892033,"MINIRIN/DDAVP*SPRAY NAS0,125MG",44.08,True,Candidate,parsed:single_value_assumed_unit,,1,0.125,0.125,"0,125MG"
026510038,DIFOSFONAL*EV 6F 300MG 10ML,44.08,True,Validated,parsed:direct_strength,,6,300.0,1800.0,6F 300MG
034114140,COTAREG*28CPR RIV 160MG+25MG,44.06,True,Validated,parsed:direct_strength,,28,160.0,4480.0,28CPR RIV 160MG
034424010,MIOTENS*IM 6F 4MG 2ML,44.02,True,Validated,parsed:direct_strength,,6,4.0,24.0,6F 4MG
029006032,MISTRAL*IM 4F 300MG 3ML,43.91,True,Validated,parsed:direct_strength,,4,300.0,1200.0,4F 300MG
038616049,NEBIVOLOLO AURO*28CPR 5MG,43.65,True,Validated,parsed:direct_strength,,28,5.0,140.0,28CPR 5MG
035390018,CLOZAPINA CHIESI*28CPR 25MG,43.6,True,Validated,parsed:direct_strength,,28,25.0,700.0,28CPR 25MG
038722029,KETOPROFENE LISINA MY*30BS80MG,43.51,True,Candidate,parsed:single_value_assumed_unit,,1,80.0,80.0,80MG
029032036,CODEX*10BUST 5MLD 250MG,43.49,True,Candidate,parsed:single_value_assumed_unit,,1,250.0,250.0,250MG
021213018,"URALYT U*OS GRAT 99,8G",43.27,True,Authoritative,aifa_ingredient_authoritative,,,,99800.0,KALNACITRATO 99.8grammi
034187233,"BLOPRESID*28CPR 32MG+12,5MG",43.26,True,Validated,parsed:direct_strength,,28,32.0,896.0,28CPR 32MG
042363034,"PRAMIPEXOLO PE*10CPR 0,52MG RP",43.23,True,Validated,parsed:direct_strength,,10,0.52,5.2,"10CPR 0,52MG"
043918147,OLMESARTAN EG*28CPR 20MG,42.86,True,Validated,parsed:direct_strength,,28,20.0,560.0,28CPR 20MG
034090136,"MIRAPEXIN*10CPR 0,26MG RP",42.24,True,Validated,parsed:direct_strength,,10,0.26,2.6,"10CPR 0,26MG"
029845031,ELETTROL EQUIL PED*250ML,42.24,False,Unresolved,unresolved,other,,,,
038983247,SEVIKAR*28CPR RIV 40MG+10MG,42.03,True,Validated,parsed:direct_strength,,28,40.0,1120.0,28CPR RIV 40MG
037213257,SIMVASTATINA HEX*28CPR 20MG,42.0,True,Validated,parsed:direct_strength,,28,20.0,560.0,28CPR 20MG
045769015,"ALPHAGAN*COLL FL 5ML 0,2%",41.96,False,Unresolved,unresolved,other,,,,
020213144,BENEXOL*20CPR GASTR FL,41.95,False,Unresolved,unresolved,other,,,,
045236015,ACTIKERALL*1FLSOL CUT5+100MG/G,41.87,False,Unresolved,unresolved,other,,,,
037812068,BICALUTAMIDE RAT*28CPR RIV50MG,41.54,True,Validated,parsed:direct_strength,,28,50.0,1400.0,28CPR RIV50MG
016805032,SERENASE*20CPR 1MG,41.5,True,Authoritative,aifa_ingredient_authoritative,,,,1.0,ALOPERIDOLO 1milligrammi
040668093,METFORMINA EG*30CPR RIV 850MG,41.23,True,Validated,parsed:direct_strength,,30,850.0,25500.0,30CPR RIV 850MG
037880097,RUPAFIN*OS FL 120ML 1MG/ML,41.09,True,Candidate,parsed:implied_unit_vol_conc,,1,120.0,120.0,FL 120ML 1MG/ML
030161020,GENTAMICINA SOLFATO*F 80MG/2ML,41.06,False,Unresolved,unresolved,other,,,,
025623051,MONOCINQUE*50CPR DIV 20MG,40.97,True,Authoritative,aifa_ingredient_authoritative,,,,20.0,ISOSORBIDE MONONITRATO 20milligrammi
043254059,"VESOMNI*30CPR 6MG+0,4MG RM",40.94,True,Validated,parsed:direct_strength,,30,6.0,180.0,30CPR 6MG
040532018,LAZAPIR*28CPR OROD 5MG,40.92,True,Validated,parsed:direct_strength,,28,5.0,140.0,28CPR OROD 5MG
043042011,"PRAMIPEXOLO SA*10CPR 0,26MG RP",40.86,True,Validated,parsed:direct_strength,,10,0.26,2.6,"10CPR 0,26MG"
